restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
菓莳.简餐.棋牌.茶餐厅,南京,32.087244,118.748231,111.0,餐饮服务;快餐厅;茶餐厅,10:00,24:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.2
海鸿荟餐厅(中山北路店),南京,32.085854,118.748233,215.0,餐饮服务;中餐厅;江苏菜,16:30,21:30,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.4
鼓楼区八方荟茶餐厅,南京,32.097284,118.738466,45.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.2
新疆和田外力烧烤餐厅,南京,32.083442,118.742272,83.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.0
红太阳餐馆,南京,32.085026,118.752184,18.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.1
夕Space,南京,32.089317,118.733542,119.0,餐饮服务;外国餐厅;西餐厅(综合风味),09:00,21:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.6
兴隆餐厅(江边路店),南京,32.087203,118.734081,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.1
新疆阿西木烧烤餐厅(世茂外滩新城二期店),南京,32.083999,118.735139,60.0,餐饮服务;中餐厅;清真菜馆,11:00,03:30,南京静海寺纪念馆,"118.744723,32.092359",32.092359,118.744723,4.3
Fine Recipe悦食谱·创意西餐(总统府1912店),南京,32.044738,118.795705,110.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,20:30,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.7
烤隐·鲜货烧烤社交酒场(大行宫1912店),南京,32.044619,118.795650,107.0,餐饮服务;中餐厅;中餐厅,11:30,01:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.6
南京大牌档(1912总统府店),南京,32.045050,118.795997,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.7
新疆美食烧烤餐厅(太平北路店),南京,32.045158,118.795034,85.0,餐饮服务;中餐厅;特色/地方风味餐厅,11:00,21:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.0
拉妮娜西班牙餐厅(碑亭巷店),南京,32.045045,118.794465,101.0,餐饮服务;外国餐厅;地中海风格菜品,10:30,21:30,南京1912街区,"118.795778,32.044777",32.044777,118.795778,3.9
梅花颂·金陵小馆(总统府1912店),南京,32.045954,118.796309,77.0,餐饮服务;中餐厅;中餐厅,09:00,20:30,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.7
朱雀桥·南京鸭文化主题餐厅,南京,32.045993,118.796627,59.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.3
山姆墨西哥餐厅(南京D9街区店),南京,32.045751,118.794110,68.0,餐饮服务;外国餐厅;外国餐厅,17:00,23:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.8
No Worries澳式餐吧(石婆婆庵店),南京,32.045509,118.792470,100.0,餐饮服务;咖啡厅;咖啡厅,11:00,21:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,4.8
汉府饭店中餐厅,南京,32.044040,118.792340,181.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京1912街区,"118.795778,32.044777",32.044777,118.795778,3.9
居民餐厅家常菜,南京,32.083937,118.757297,42.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,阅江楼景区,"118.748018,32.094477",32.094477,118.748018,4.2
天添餐厅(南京航仪厂宿舍店),南京,32.082070,118.753265,38.0,餐饮服务;中餐厅;中餐厅,16:00,23:00,阅江楼景区,"118.748018,32.094477",32.094477,118.748018,4.2
懒生活艺术餐厅,南京,32.068502,118.820836,146.0,餐饮服务;中餐厅;浙江菜,17:00,21:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6
江南院餐厅(板仓街店),南京,32.067685,118.817973,74.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.5
悦涧花园餐厅,南京,32.053654,118.826412,141.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4
南京泊金花间堂·琵琶山居酒店·花间食餐厅,南京,32.053020,118.826593,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.1
宽渡·琵琶湖餐厅,南京,32.052922,118.826357,82.0,餐饮服务;中餐厅;中餐厅,17:00,20:45,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6
名轩中餐厅,南京,32.066370,118.815739,168.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.1
丰和坊花园餐厅,南京,32.058898,118.817225,100.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,3.8
琵琶屿湖畔绿色有机餐厅,南京,32.054359,118.821680,157.0,购物服务;购物相关场所;购物相关场所,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.8
南京林业大学-南大山公寓餐厅,南京,32.075920,118.821336,12.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.0
世纪缘湖滨花园酒店·湖景轩中餐厅,南京,32.064443,118.814406,83.0,餐饮服务;中餐厅;中餐厅,17:00,20:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4
南京东郊国宾馆·稻香村零点餐厅,南京,32.058352,118.847527,202.0,餐饮服务;餐饮相关场所;餐饮相关,08:30,20:30,灵谷景区,"118.866392,32.056287",32.056287,118.866392,4.1
晶丽海鲜自助餐厅,南京,32.058378,118.847167,212.0,餐饮服务;中餐厅;海鲜酒楼,17:30,21:00,灵谷景区,"118.866392,32.056287",32.056287,118.866392,4.7
百柳苑餐厅,南京,32.041811,118.878425,47.0,餐饮服务;中餐厅;中餐厅,17:00,19:00,灵谷景区,"118.866392,32.056287",32.056287,118.866392,4.0
三两三川渝冒肚(湖南路狮子桥店),南京,32.067708,118.777860,54.0,餐饮服务;中餐厅;四川菜(川菜),10:30,23:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.4
清真·AL-JANNAT佳纳特印度餐厅(狮子桥店),南京,32.068005,118.778377,73.0,餐饮服务;外国餐厅;印度风味,17:00,21:30,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.7
澳门轩(狮子桥店),南京,32.068328,118.777251,100.0,餐饮服务;中餐厅;中餐厅,10:00,21:30,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.5
万千韵自选餐厅(狮子桥店),南京,32.068635,118.777723,30.0,餐饮服务;中餐厅;中餐厅,10:30,22:30,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.2
顶鲜海鲜花园餐厅,南京,32.068108,118.776615,67.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,3.9
爱卡伦音乐餐厅(华阳大厦店),南京,32.068922,118.777773,95.0,餐饮服务;中餐厅;中餐厅,17:00,03:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.0
QBINGO7號中国菜,南京,32.066348,118.779251,162.0,餐饮服务;中餐厅;中餐厅,10:00,02:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.7
海蒸鲜蒸汽海鲜餐厅(云南北路店),南京,32.065691,118.778978,187.0,餐饮服务;中餐厅;海鲜酒楼,10:00,22:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.6
悠仙美地·新概念餐厅(云南北路店),南京,32.065692,118.779045,57.0,餐饮服务;中餐厅;中餐厅,09:30,19:30,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.1
松澜·烧鸟酒场(云南北路店),南京,32.067995,118.780615,109.0,餐饮服务;外国餐厅;日本料理,17:00,02:00,狮子桥步行街,"118.777783,32.067825",32.067825,118.777783,4.8
食律员工餐厅,南京,41.644069,123.501493,20.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,桃仙国际机场,"123.495270,41.639456",41.639456,123.495270,4.4
餐厅(沈阳桃仙国际机场T3航站楼),南京,41.629688,123.495914,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桃仙国际机场,"123.495270,41.639456",41.639456,123.495270,3.5
聚福阁快捷餐厅,南京,45.679286,126.614384,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,沈阳南站,"126.619002,45.675760",45.675760,126.619002,3.5
聚万家餐馆(电缆名苑店),南京,45.668225,126.620588,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,沈阳南站,"126.619002,45.675760",45.675760,126.619002,3.5
低碳音乐餐厅,南京,45.666401,126.621928,50.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,沈阳南站,"126.619002,45.675760",45.675760,126.619002,3.9
宁阳农家餐厅,南京,32.106223,118.719676,100.0,餐饮服务;中餐厅;中餐厅,16:30,22:30,沈阳北站,"118.720119,32.096753",32.096753,118.720119,4.2
中国铁路餐饮华东印记南京站主题餐厅,南京,32.086884,118.794940,23.0,餐饮服务;中餐厅;中餐厅,07:00,20:00,南京站,"118.797510,32.087125",32.087125,118.797510,4.2
云景观光餐厅,南京,32.087348,118.794086,80.0,餐饮服务;中餐厅;中餐厅,10:30,21:00,南京站,"118.797510,32.087125",32.087125,118.797510,4.5
新世纪大酒店中餐厅,南京,32.083795,118.800594,100.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,南京站,"118.797510,32.087125",32.087125,118.797510,4.5
文祥餐厅南京风味土菜馆(韶山路246号院店),南京,32.088550,118.791667,26.0,餐饮服务;中餐厅;四川菜(川菜),09:00,22:00,南京站,"118.797510,32.087125",32.087125,118.797510,3.5
红山主题餐厅,南京,32.089780,118.804143,25.0,餐饮服务;中餐厅;中餐厅,08:30,16:30,南京站,"118.797510,32.087125",32.087125,118.797510,4.4
美忆客餐厅(绿地之窗.南广场店),南京,31.964275,118.798658,100.0,餐饮服务;中餐厅;中餐厅,10:00,20:00,南京南站,"118.798034,31.968763",31.968763,118.798034,4.0
玺悦轩中餐厅(南京南站店),南京,31.970608,118.792793,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京南站,"118.798034,31.968763",31.968763,118.798034,3.9
天禧餐厅,南京,31.970035,118.792453,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京南站,"118.798034,31.968763",31.968763,118.798034,4.1
晨芯餐馆,南京,31.832674,118.838708,100.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,桔子南京江宁砂之船未来网络小镇酒店,"118.826000,31.842300",31.842300,118.826000,3.9
鲜乐湾餐馆(欣旺花苑东区店),南京,31.838331,118.845945,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,桔子南京江宁砂之船未来网络小镇酒店,"118.826000,31.842300",31.842300,118.826000,3.7
春扬餐厅(暂停营业),南京,31.838785,118.836462,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子南京江宁砂之船未来网络小镇酒店,"118.826000,31.842300",31.842300,118.826000,3.5
稻茉音乐餐吧,南京,31.980307,118.738099,75.0,餐饮服务;中餐厅;中餐厅,16:00,01:00,南京软件大道小行地铁站美仑酒店,"118.740648,31.979202",31.979202,118.740648,4.5
西城夜未央悦泰餐厅,南京,31.983099,118.739200,100.0,餐饮服务;外国餐厅;外国餐厅,11:00,21:00,南京软件大道小行地铁站美仑酒店,"118.740648,31.979202",31.979202,118.740648,2.9
YUETHAI悦泰餐厅,南京,31.983244,118.739570,100.0,餐饮服务;外国餐厅;外国餐厅,11:00,22:00,南京软件大道小行地铁站美仑酒店,"118.740648,31.979202",31.979202,118.740648,3.6
寻味餐厅(太平南路店),南京,32.037157,118.793687,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,如家·neo-南京新街口大行宫地铁站文昌巷店,"118.793920,32.037122",32.037122,118.793920,3.9
四川酒家(太平南路店),南京,32.036798,118.793557,77.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:00,如家·neo-南京新街口大行宫地铁站文昌巷店,"118.793920,32.037122",32.037122,118.793920,4.5
DAJE餐厅,南京,32.038484,118.793831,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,如家·neo-南京新街口大行宫地铁站文昌巷店,"118.793920,32.037122",32.037122,118.793920,4.3
和食佬石锅主题餐厅,南京,32.036621,118.785238,46.0,餐饮服务;外国餐厅;其它亚洲菜,16:00,21:30,全季南京新街口酒店,"118.785687,32.037057",32.037057,118.785687,4.5
拾叁茶(明瓦廊店),南京,32.037317,118.783542,17.0,餐饮服务;冷饮店;冷饮店,10:00,22:00,全季南京新街口酒店,"118.785687,32.037057",32.037057,118.785687,4.3
瓜西西重庆火锅(南京首店),南京,32.037694,118.787741,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,02:00,全季南京新街口酒店,"118.785687,32.037057",32.037057,118.785687,4.0
邑境餐厅(栖霞高新区马群科技园店),南京,32.069636,118.898916,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,桔子南京中山陵紫金钟爱里酒店,"118.888463,32.062172",32.062172,118.888463,4.0
萨莉亚意式餐厅(马群招商花园城店),南京,32.050525,118.894318,55.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,21:00,桔子南京中山陵紫金钟爱里酒店,"118.888463,32.062172",32.062172,118.888463,4.5
紫金灶花园餐厅(马群店),南京,32.046716,118.890513,237.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,桔子南京中山陵紫金钟爱里酒店,"118.888463,32.062172",32.062172,118.888463,4.5
欧罗浮海鲜自助餐厅(雨花吾悦广场店),南京,31.911518,118.652479,148.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,桔子南京板桥吾悦广场酒店,"118.648118,31.907894",31.907894,118.648118,4.2
春暖花开自助餐厅(南京雨花吾悦广场店),南京,31.912543,118.653729,89.0,购物服务;花鸟鱼虫市场;花卉市场,11:00,21:00,桔子南京板桥吾悦广场酒店,"118.648118,31.907894",31.907894,118.648118,4.0
渝徽鸿面餐馆,南京,31.920657,118.638587,100.0,餐饮服务;中餐厅;中餐厅,06:30,20:30,桔子南京板桥吾悦广场酒店,"118.648118,31.907894",31.907894,118.648118,3.7
朗昇希尔顿酒店·粤扬中餐厅,南京,32.031013,118.738209,287.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京希尔顿酒店,"118.738503,32.031002",32.031002,118.738503,4.4
南京朗昇希尔顿酒店汇全日制西餐厅,南京,32.030694,118.738053,209.0,餐饮服务;中餐厅;中餐厅,17:30,21:00,南京希尔顿酒店,"118.738503,32.031002",32.031002,118.738503,4.1
克茗冰室(建邺万达店),南京,32.032169,118.736831,46.0,餐饮服务;冷饮店;冷饮店,11:00,21:30,南京希尔顿酒店,"118.738503,32.031002",32.031002,118.738503,4.6
小玲餐馆(空港店),南京,31.793083,118.814155,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京空港温德姆花园酒店,"118.831307,31.788973",31.788973,118.831307,4.1
园区餐厅超市,南京,31.771798,118.832410,20.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,01:30,南京空港温德姆花园酒店,"118.831307,31.788973",31.788973,118.831307,3.7
香满园快捷餐厅(空港公寓店),南京,31.789736,118.810925,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京空港温德姆花园酒店,"118.831307,31.788973",31.788973,118.831307,4.1
南京中心大酒店·本味餐厅,南京,32.045455,118.783199,187.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:00,南京中心大酒店,"118.783456,32.045542",32.045542,118.783456,4.3
中心大酒店·阁敦湾自助餐厅,南京,32.045307,118.783591,168.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:00,南京中心大酒店,"118.783456,32.045542",32.045542,118.783456,4.3
管家桥国仕达酒店餐厅,南京,32.044801,118.783555,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京中心大酒店,"118.783456,32.045542",32.045542,118.783456,3.2
摆宣居面馆,南京,32.012414,118.800383,32.0,餐饮服务;中餐厅;中餐厅,06:00,20:00,南京夫子庙希尔顿欢朋酒店,"118.812006,32.007382",32.007382,118.812006,4.5
南京市中医院-餐厅,南京,31.995601,118.808036,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙希尔顿欢朋酒店,"118.812006,32.007382",32.007382,118.812006,3.0
品小鲜(南京雅居乐花园店),南京,32.007394,118.797112,78.0,餐饮服务;快餐厅;茶餐厅,17:00,21:30,南京夫子庙希尔顿欢朋酒店,"118.812006,32.007382",32.007382,118.812006,4.3
O'Luck噢幸(河西夜未央店),南京,31.980448,118.735894,112.0,餐饮服务;冷饮店;冷饮店,11:00,21:00,南京河西奥体中心希尔顿花园酒店,"118.737095,31.981410",31.981410,118.737095,4.8
炉源小菜一碟(建邺店),南京,31.982015,118.734584,100.0,餐饮服务;快餐厅;快餐厅,09:30,20:00,南京河西奥体中心希尔顿花园酒店,"118.737095,31.981410",31.981410,118.737095,4.1
馋猫餐厅(淮海路店),南京,32.036913,118.788282,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,全季南京新街口中央商场酒店,"118.785952,32.036533",32.036533,118.785952,3.7
广陵珑(万科都荟国际大厦店),南京,31.970322,118.805872,341.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,维也纳国际酒店·南京南站南广场店,"118.804099,31.967739",31.967739,118.804099,4.6
樽庐-融合餐厅,南京,31.963009,118.802914,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,维也纳国际酒店·南京南站南广场店,"118.804099,31.967739",31.967739,118.804099,4.0
庐员外全时段邻里餐厅(花语馨苑店),南京,32.322922,118.830047,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子酒店(南京六合龙池地铁站店),"118.827921,32.315278",32.315278,118.827921,4.2
新疆麦麦提烤肉餐厅,南京,32.326439,118.830268,100.0,餐饮服务;餐饮相关场所;餐饮相关,15:00,03:00,桔子酒店(南京六合龙池地铁站店),"118.827921,32.315278",32.315278,118.827921,3.7
龙池服务区小圆满餐厅,南京,32.302138,118.819691,29.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子酒店(南京六合龙池地铁站店),"118.827921,32.315278",32.315278,118.827921,3.7
稻香中式自选时尚餐厅,南京,32.071835,118.907625,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京栖霞金马路地铁站亚朵酒店,"118.908081,32.071969",32.071969,118.908081,3.8
军农餐厅(绿地云都会店),南京,32.070438,118.907057,100.0,餐饮服务;中餐厅;综合酒楼,11:00,21:00,南京栖霞金马路地铁站亚朵酒店,"118.908081,32.071969",32.071969,118.908081,3.8
禾生精选自助餐厅(紫东店),南京,32.079605,118.908493,24.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京栖霞金马路地铁站亚朵酒店,"118.908081,32.071969",32.071969,118.908081,4.4
白金汉爵大酒店·中餐厅,南京,32.103046,118.891205,237.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,南京白金汉爵大酒店(玄武大道店),"118.891212,32.103049",32.103049,118.891212,4.7
青禾求稼自选餐厅,南京,32.098674,118.886171,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京白金汉爵大酒店(玄武大道店),"118.891212,32.103049",32.103049,118.891212,2.6
