restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
窗目餐厅(汇锦公寓店),成都,30.641888,104.055322,100.0,餐饮服务;快餐厅;快餐厅,09:00,21:00,锦里古街,"104.052000,30.644000",30.644000,104.052000,4.2
西南民族大学和合苑餐厅,成都,30.640353,104.051448,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,锦里古街,"104.052000,30.644000",30.644000,104.052000,4.0
化蝶千寻·川筵(武侯祠店),成都,30.646589,104.055046,450.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:30,锦里古街,"104.052000,30.644000",30.644000,104.052000,4.6
武警医院-餐厅,成都,30.642444,104.056934,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,锦里古街,"104.052000,30.644000",30.644000,104.052000,2.7
香巴拉藏宴(武侯祠横街店),成都,30.641064,104.047460,61.0,餐饮服务;中餐厅;西北菜,09:30,22:30,锦里古街,"104.052000,30.644000",30.644000,104.052000,4.3
藏秘拉萨(耍都美食广场店),成都,30.646767,104.056740,94.0,餐饮服务;中餐厅;中餐厅,15:00,02:00,锦里古街,"104.052000,30.644000",30.644000,104.052000,3.7
老房子青竹花溪名民风酒楼(武侯祠店),成都,30.644238,104.045840,100.0,餐饮服务;中餐厅;综合酒楼,17:30,21:00,锦里古街,"104.052000,30.644000",30.644000,104.052000,4.7
浣花黉台酒店餐厅,成都,30.660109,104.032647,267.0,餐饮服务;中餐厅;中餐厅,10:30,21:30,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.1
唐餐厅(浣花逸景商务楼店),成都,30.662671,104.034577,77.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.0
一点味餐厅(杜甫草堂店),成都,30.662669,104.034597,27.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.3
陈麻婆豆腐(旗舰店),成都,30.662743,104.034180,76.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.7
加德满都餐厅,成都,30.658406,104.036686,100.0,餐饮服务;外国餐厅;外国餐厅,11:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,3.9
浣花锦绣,成都,30.656642,104.034225,240.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.6
面香坊餐馆(牧电路12号院店),成都,30.665536,104.031172,20.0,餐饮服务;中餐厅;中餐厅,08:00,22:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.1
顺和餐馆(草堂店),成都,30.665537,104.030042,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,3.8
派瑞酒店餐厅,成都,30.658691,104.040627,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.1
乐山鲜知味钵钵鸡,成都,30.666445,104.029405,40.0,餐饮服务;中餐厅;中餐厅,11:30,23:00,四川博物院,"104.034127,30.660792",30.660792,104.034127,4.7
一洋刺身·精致料理(建设路店),成都,30.670977,104.103082,80.0,餐饮服务;外国餐厅;日本料理,17:00,22:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.5
张记木桶鱼建设路精品餐厅(建设巷店),成都,30.669366,104.103257,70.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.3
德克士建设路餐厅,成都,30.669363,104.103266,21.0,餐饮服务;快餐厅;快餐厅,09:00,23:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.4
小豆海棠(建设路店),成都,30.670951,104.105327,100.0,餐饮服务;中餐厅;中餐厅,10:30,21:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.7
牛膳寿喜锅(建设路店),成都,30.668741,104.101897,117.0,餐饮服务;外国餐厅;日本料理,10:30,23:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.7
鄢知味冒菜(建设路43号82小区2区老店),成都,30.668344,104.102354,60.0,餐饮服务;中餐厅;中餐厅,16:30,20:30,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.2
休记光头蟹(建设路直营总店),成都,30.671538,104.099031,73.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,24:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.7
银杏苑餐厅,成都,30.673016,104.098345,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.1
柠季·手打柠檬茶(印象城B1店),成都,30.674231,104.106859,100.0,餐饮服务;快餐厅;茶餐厅,09:30,22:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,3.7
蔓也东南亚融合餐厅(建设路店),成都,30.674023,104.107079,60.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,建设路小吃街,"104.102739,30.671442",30.671442,104.102739,4.4
幸福餐厅,成都,30.997876,103.617940,56.0,餐饮服务;中餐厅;中餐厅,09:00,20:30,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.0
桥头餐馆,成都,30.997252,103.616310,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,3.8
老王记古城餐馆,成都,30.997217,103.616294,42.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,3.7
香港冰室港式餐厅(天和盛世店),成都,30.998295,103.622448,39.0,餐饮服务;中餐厅;中餐厅,10:00,20:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.3
都江堰郡守府餐厅,成都,30.994976,103.621147,102.0,餐饮服务;中餐厅;四川菜(川菜),09:00,22:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.4
火星喵西餐厅(白果巷牌坊店),成都,31.000353,103.623375,68.0,餐饮服务;外国餐厅;外国餐厅,10:00,21:30,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.7
豪客来牛排(都江堰宣化门餐厅),成都,30.996065,103.622804,68.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.5
鸿运餐馆(外北街店),成都,31.002128,103.622984,21.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.6
光头餐馆,成都,31.002286,103.623338,31.0,餐饮服务;中餐厅;中餐厅,10:00,21:30,都江堰景区,"103.617000,30.999000",30.999000,103.617000,4.4
新华海颐.御垒山居酒店·餐厅,成都,31.005590,103.617400,60.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,都江堰景区,"103.617000,30.999000",30.999000,103.617000,3.8
素食印象自住餐厅(蜀汉街社区店),成都,30.640688,104.047147,28.0,购物服务;购物相关场所;购物相关场所,11:00,21:00,成都武侯祠博物馆,"104.050000,30.645000",30.645000,104.050000,4.2
大东北餐馆(武侯祠横街店),成都,30.640652,104.047151,39.0,餐饮服务;中餐厅;东北菜,09:00,21:30,成都武侯祠博物馆,"104.050000,30.645000",30.645000,104.050000,4.4
锦里香餐厅外卖店,成都,30.649528,104.053294,69.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都武侯祠博物馆,"104.050000,30.645000",30.645000,104.050000,3.8
如家商旅酒店(成都人民公园地铁站天府广场店)·餐厅,成都,30.658649,104.059212,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,鹤鸣茶社,"104.058603,30.656882",30.656882,104.058603,3.9
欢乐家庭餐厅,成都,30.655140,104.057305,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,鹤鸣茶社,"104.058603,30.656882",30.656882,104.058603,3.5
蓉合领地荟创意餐厅(长城园店),成都,30.657078,104.054256,98.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,鹤鸣茶社,"104.058603,30.656882",30.656882,104.058603,4.1
一点味餐厅(长城园店),成都,30.655064,104.053819,18.0,餐饮服务;快餐厅;快餐厅,10:00,21:00,鹤鸣茶社,"104.058603,30.656882",30.656882,104.058603,4.2
琴台·当垆私房菜餐厅,成都,30.662962,104.045269,138.0,餐饮服务;中餐厅;中餐厅,11:30,20:30,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.6
琴台廊桥,成都,30.659293,104.045525,100.0,餐饮服务;中餐厅;四川菜(川菜),11:00,22:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.4
川行隐里酒店(成都宽窄巷子店)·花园餐厅,成都,30.664007,104.045280,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,3.7
品味四季花园餐厅(琴台故径店),成都,30.660869,104.046495,84.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.2
花筑·成都琴台美宿宽窄巷子店·餐厅,成都,30.662080,104.046638,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.0
老夏老火锅(西安南路总店),成都,30.664966,104.046621,65.0,餐饮服务;中餐厅;火锅店,11:00,21:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.4
希尔顿花园酒店·餐厅,成都,30.665239,104.046543,100.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:00,青羊宫,"104.042609,30.661542",30.661542,104.042609,3.7
蔬心缘五色牛肉火锅(枣欣苑店),成都,30.666394,104.046781,78.0,餐饮服务;中餐厅;火锅店,10:30,21:30,青羊宫,"104.042609,30.661542",30.661542,104.042609,4.5
子非(宽窄巷子景区店),成都,30.663924,104.053720,681.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.5
好利来(壹玖玖贰),成都,30.663163,104.053746,100.0,餐饮服务;糕饼店;糕饼店,09:00,22:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.8
成都映象川菜馆(窄巷子店),成都,30.663338,104.054079,109.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:30,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.3
香积厨1999(宽巷子店),成都,30.663759,104.054408,96.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.0
听香(宽窄巷子店),成都,30.663520,104.054902,98.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.5
钓鱼台御苑国宴中餐厅(宽窄巷子景区店),成都,30.664635,104.051670,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,3.9
营养健康餐厅,成都,30.666555,104.052671,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,3.5
二宝公馆·鱼鲜川菜餐厅(宽窄店),成都,30.667067,104.054643,98.0,餐饮服务;中餐厅;四川菜(川菜),16:30,21:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.5
成都吃客(奎星楼总店),成都,30.667881,104.055095,60.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:30,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.4
五里关火锅(奎星楼店),成都,30.667604,104.055896,110.0,餐饮服务;中餐厅;火锅店,11:00,02:00,宽窄巷子景区,"104.053307,30.663869",30.663869,104.053307,4.7
游客餐厅,成都,30.902086,103.560549,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,青城山前山,"103.567000,30.900000",30.900000,103.567000,3.6
青城山玖陆壹·五柳庄餐厅,成都,30.887376,103.567795,100.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,青城山前山,"103.567000,30.900000",30.900000,103.567000,4.0
楼兰新疆主题餐厅(成都凯德天府店),成都,30.603137,104.068464,76.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,成都南站,"104.068469,30.606130",30.606130,104.068469,4.0
范达彪烧鹅茶餐厅(凯德天府店),成都,30.603004,104.068896,56.0,餐饮服务;快餐厅;茶餐厅,10:00,22:00,成都南站,"104.068469,30.606130",30.606130,104.068469,4.0
绿茶餐厅(凯德天府店),成都,30.602824,104.068639,72.0,餐饮服务;中餐厅;中餐厅,10:30,21:30,成都南站,"104.068469,30.606130",30.606130,104.068469,4.5
成都龙之梦大酒店·龙悦中餐厅·宴会厅,成都,30.629527,104.144253,100.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,21:00,成都东站,"104.140947,30.628779",30.628779,104.140947,4.2
嘉得利酒店餐厅(西广场商业中心店),成都,30.628600,104.137373,100.0,餐饮服务;中餐厅;中餐厅,07:30,19:30,成都东站,"104.140947,30.628779",30.628779,104.140947,4.2
龙之梦大酒店-龙悦中餐厅,成都,30.629440,104.144592,141.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都东站,"104.140947,30.628779",30.628779,104.140947,4.1
馨香园餐馆,成都,36.734155,117.148173,100.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,济南东站,"117.159918,36.747892",36.747892,117.159918,3.9
梧桐树下餐厅,成都,36.731926,117.150068,52.0,餐饮服务;中餐厅;中餐厅,10:00,04:00,济南东站,"117.159918,36.747892",36.747892,117.159918,4.6
十八梯邓凳面(双流机场),成都,30.566550,103.954761,36.0,餐饮服务;中餐厅;中餐厅,05:00,22:00,双流国际机场,"103.951229,30.559807",30.559807,103.951229,4.1
空港快捷酒店·餐厅,成都,30.554132,103.963807,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,双流国际机场,"103.951229,30.559807",30.559807,103.951229,4.0
食空记忆(西南民族大学店),成都,30.560751,103.967890,17.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,双流国际机场,"103.951229,30.559807",30.559807,103.951229,4.2
铁道大酒店中餐厅,成都,36.670464,116.991246,60.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,济南站,"116.990536,36.671528",36.671528,116.990536,4.0
老长沙龙虾·海鲜研究所(世茂.天城南区店),成都,36.673875,116.989625,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,济南站,"116.990536,36.671528",36.671528,116.990536,3.8
书航餐馆川菜鲁菜(火车站店),成都,36.668383,116.991011,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,济南站,"116.990536,36.671528",36.671528,116.990536,3.7
赵美丽泰式茶餐厅,成都,36.674974,116.987681,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,济南站,"116.990536,36.671528",36.671528,116.990536,3.7
丽天大酒店中餐厅,成都,36.667248,116.994704,89.0,餐饮服务;中餐厅;中餐厅,07:00,21:30,济南站,"116.990536,36.671528",36.671528,116.990536,4.1
逸和餐馆(清河步行街店),成都,36.556648,116.744354,100.0,餐饮服务;中餐厅;中餐厅,10:00,24:00,长清站,"116.732369,36.565285",36.565285,116.732369,4.2
长清区中医院三利餐厅(长清旗舰二店),成都,36.550260,116.742363,32.0,餐饮服务;快餐厅;快餐厅,04:00,21:30,长清站,"116.732369,36.565285",36.565285,116.732369,3.9
胡林道儿,成都,36.556726,116.751527,84.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,长清站,"116.732369,36.565285",36.565285,116.732369,4.2
舜耕餐厅,成都,36.835934,117.211493,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,遥墙国际机场,"117.211395,36.850971",36.850971,117.211395,3.6
天府空港云享酒店·自助餐厅,成都,30.310654,104.443250,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,天府机场,"104.446518,30.308016",30.308016,104.446518,4.0
成都天府国际机场安检外餐厅,成都,30.311414,104.442460,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天府机场,"104.446518,30.308016",30.308016,104.446518,2.6
大众美食餐厅,成都,36.670811,116.888104,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,济南西站,"116.891331,36.668846",36.668846,116.891331,2.7
旺旺餐厅,成都,36.670930,116.887761,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,济南西站,"116.891331,36.668846",36.668846,116.891331,2.8
橙子餐厅,成都,36.670465,116.886933,100.0,餐饮服务;中餐厅;中餐厅,07:00,20:00,济南西站,"116.891331,36.668846",36.668846,116.891331,3.7
济南绿地美利亚酒店餐厅,成都,36.670599,116.895862,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,济南西站,"116.891331,36.668846",36.668846,116.891331,4.1
济南西站城际酒店·城享全日餐厅,成都,36.669900,116.897720,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,20:30,济南西站,"116.891331,36.668846",36.668846,116.891331,4.1
太二酸菜鱼(成都万象城店),成都,30.650189,104.115805,79.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,全季成都万象城酒店,"104.115676,30.651108",30.651108,104.115676,4.4
大树餐厅(成都万象城店),成都,30.650067,104.115088,84.0,餐饮服务;中餐厅;广东菜(粤菜),10:30,21:00,全季成都万象城酒店,"104.115676,30.651108",30.651108,104.115676,4.6
莆田餐厅PUTIEN(成都万象城店),成都,30.649995,104.116292,134.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,全季成都万象城酒店,"104.115676,30.651108",30.651108,104.115676,4.6
饗退休bistro台餐馆(金牛店),成都,30.674625,104.083625,47.0,餐饮服务;中餐厅;特色/地方风味餐厅,17:00,22:00,如家-成都春熙太升北路店,"104.082869,30.672610",30.672610,104.082869,4.3
凤栖酒店·茶香苑餐厅,成都,30.674736,104.083785,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,如家-成都春熙太升北路店,"104.082869,30.672610",30.672610,104.082869,3.7
Markeat平安厨房,成都,30.675305,104.080382,95.0,餐饮服务;餐饮相关场所;餐饮相关,12:00,22:00,如家-成都春熙太升北路店,"104.082869,30.672610",30.672610,104.082869,4.7
hello seven现场音乐餐吧,成都,30.674834,104.086226,100.0,餐饮服务;餐饮相关场所;餐饮相关,18:00,06:00,如家-成都春熙太升北路店,"104.082869,30.672610",30.672610,104.082869,4.1
明婷饭店,成都,30.673283,104.087260,58.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,如家-成都春熙太升北路店,"104.082869,30.672610",30.672610,104.082869,4.5
中建·锦江都城酒店(成都春熙路太古里店)·餐厅,成都,30.647139,104.069400,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,成都泰合国际大饭店（春熙路太古里店）,"104.068740,30.647345",30.647345,104.068740,3.9
品珍中餐厅(万达瑞华中心店),成都,30.647015,104.069616,228.0,餐饮服务;餐饮相关场所;餐饮相关,12:00,14:30,成都泰合国际大饭店（春熙路太古里店）,"104.068740,30.647345",30.647345,104.068740,4.2
悦蓉椿融合餐厅(财富支点大厦店),成都,30.648531,104.068181,98.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,成都泰合国际大饭店（春熙路太古里店）,"104.068740,30.647345",30.647345,104.068740,4.6
余记百味中餐厅(万汇中心店),成都,30.350925,104.514375,61.0,餐饮服务;中餐厅;中餐厅,10:00,01:00,桔子成都天府机场酒店,"104.514000,30.350200",30.350200,104.514000,4.0
百味香餐馆(简三路店),成都,30.360188,104.513208,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子成都天府机场酒店,"104.514000,30.350200",30.350200,104.514000,3.6
胡二哥餐馆,成都,30.353023,104.497938,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,桔子成都天府机场酒店,"104.514000,30.350200",30.350200,104.514000,3.9
四合院餐厅,成都,30.748034,104.071701,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都凤凰山体育中心希尔顿欢朋酒店,"104.074264,30.747854",30.747854,104.074264,4.0
星辰度假酒店餐厅,成都,30.552118,104.097589,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都新会展张家寺地铁站亚朵酒店,"104.090108,30.547299",30.547299,104.090108,3.5
灰狼音乐餐吧,成都,30.538190,104.085994,60.0,餐饮服务;中餐厅;中餐厅,11:00,02:00,成都新会展张家寺地铁站亚朵酒店,"104.090108,30.547299",30.547299,104.090108,4.6
臻味智慧餐厅,成都,30.756072,103.967336,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,恒尚精品酒店（犀浦地铁站夜市美食街店）,"103.961986,30.754210",30.754210,103.961986,3.9
私村厨老菜馆,成都,30.674364,104.068315,49.0,餐饮服务;中餐厅;中餐厅,10:00,21:30,汉庭酒店(成都文殊院地铁站店),"104.067744,30.673888",30.673888,104.067744,3.7
西域伊品茶餐厅(泰业·城中城B座店),成都,30.671946,104.064760,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,汉庭酒店(成都文殊院地铁站店),"104.067744,30.673888",30.673888,104.067744,2.8
隅园·鐏宴,成都,30.672819,104.071712,160.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,汉庭酒店(成都文殊院地铁站店),"104.067744,30.673888",30.673888,104.067744,4.5
文殊川式茶·餐厅(文殊院店),成都,30.671925,104.071325,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,20:00,汉庭酒店(成都文殊院地铁站店),"104.067744,30.673888",30.673888,104.067744,3.9
清真.西遇忆品餐厅(青龙巷总店),成都,30.671707,104.064233,64.0,餐饮服务;中餐厅;西北菜|餐饮服务;中餐厅;清真菜馆,11:00,21:00,汉庭酒店(成都文殊院地铁站店),"104.067744,30.673888",30.673888,104.067744,4.5
叁壹叁音乐餐吧,成都,30.668981,104.032571,109.0,餐饮服务;中餐厅;中餐厅,10:00,02:00,全季成都宽窄巷子西酒店,"104.031000,30.668900",30.668900,104.031000,4.1
和颐酒店(成都宽窄巷子楚天君临店)·餐厅,成都,30.668781,104.032747,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,全季成都宽窄巷子西酒店,"104.031000,30.668900",30.668900,104.031000,4.4
大囍粤烧鹅餐厅(东安天街店),成都,30.574317,104.249304,45.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,汉庭成都龙泉驿东安湖酒店,"104.246914,30.574098",30.574098,104.246914,4.3
墟市东南亚餐厅(龙泉龙湖东安天街店),成都,30.574217,104.249611,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,汉庭成都龙泉驿东安湖酒店,"104.246914,30.574098",30.574098,104.246914,3.9
绿茶餐厅(龙湖成都东安天街店),成都,30.574405,104.250329,67.0,餐饮服务;中餐厅;浙江菜,10:00,22:00,汉庭成都龙泉驿东安湖酒店,"104.246914,30.574098",30.574098,104.246914,4.6
喆啡酒店(成都宽窄巷子店)·餐厅,成都,30.671819,104.047888,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,悦蓝里S酒店(成都天府广场店),"104.045712,30.674292",30.674292,104.045712,3.8
大众点评必吃榜餐厅,成都,30.672262,104.049101,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,悦蓝里S酒店(成都天府广场店),"104.045712,30.674292",30.674292,104.045712,2.2
翼轸斋·1933餐厅,成都,30.677277,104.048361,333.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:30,悦蓝里S酒店(成都天府广场店),"104.045712,30.674292",30.674292,104.045712,4.6
Kikis Garden南法花园餐厅,成都,30.677025,104.049125,110.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:30,21:30,悦蓝里S酒店(成都天府广场店),"104.045712,30.674292",30.674292,104.045712,4.5
秀丽园餐厅(抚琴店),成都,30.673265,104.040653,68.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,21:00,悦蓝里S酒店(成都天府广场店),"104.045712,30.674292",30.674292,104.045712,4.3
成都茂业JW万豪酒店·Table味全日制餐厅,成都,30.656802,104.070345,201.0,餐饮服务;外国餐厅;西餐厅(综合风味),17:30,21:30,汉庭酒店（成都太古里春熙路步行街店）,"104.071766,30.657104",30.657104,104.071766,4.3
成都茂业JW万豪酒店·万豪中餐厅,成都,30.656857,104.070150,176.0,餐饮服务;餐饮相关场所;餐饮相关,06:30,19:00,汉庭酒店（成都太古里春熙路步行街店）,"104.071766,30.657104",30.657104,104.071766,4.7
德克士青年路餐厅,成都,30.656125,104.073964,30.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,汉庭酒店（成都太古里春熙路步行街店）,"104.071766,30.657104",30.657104,104.071766,4.4
观锦台花园餐厅(人保大厦店),成都,30.656822,104.068943,107.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,汉庭酒店（成都太古里春熙路步行街店）,"104.071766,30.657104",30.657104,104.071766,4.1
谢彬肥肠鸡冷锅串串(书院西街总店),成都,30.658356,104.084868,74.0,餐饮服务;中餐厅;火锅店,10:00,01:00,如家·neo-成都春熙路太古里书院街店,"104.085323,30.657916",30.657916,104.085323,4.4
致远酒店-中餐厅,成都,30.657458,104.084087,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,如家·neo-成都春熙路太古里书院街店,"104.085323,30.657916",30.657916,104.085323,4.0
