restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
山野板扎·云贵川Bistro(仓街店),苏州,31.312262,120.639742,133.0,餐饮服务;中餐厅;云贵菜,16:30,21:00,平江路历史文化街区,"120.634556,31.313969",31.313969,120.634556,4.7
随柳居(建新巷店),苏州,31.309541,120.631804,13.0,餐饮服务;中餐厅;中餐厅,07:00,21:00,平江路历史文化街区,"120.634556,31.313969",31.313969,120.634556,4.4
同里状元居,苏州,31.158314,120.716303,56.0,餐饮服务;中餐厅;中餐厅,09:00,20:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1
同里承恩堂庭院私房菜,苏州,31.158649,120.720713,56.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.5
亿江南餐厅,苏州,31.156787,120.719058,65.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1
新鑫面餐馆,苏州,31.151863,120.718253,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,3.5
同里湖度假村同里一号船餐厅,苏州,31.156125,120.726825,100.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.3
同里湖大饭店卡夫卡餐厅,苏州,31.163313,120.728278,126.0,餐饮服务;外国餐厅;西餐厅(综合风味),14:00,23:59,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,3.9
同里湖大饭店怡景轩中餐厅,苏州,31.163440,120.728300,170.0,餐饮服务;中餐厅;江苏菜,17:30,20:30,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.2
同里湖大饭店意旋西餐厅,苏州,31.163403,120.728350,147.0,餐饮服务;外国餐厅;西餐厅(综合风味),06:30,10:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1
茉里融合性餐厅,苏州,31.152002,120.726468,69.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.2
同里湖度假村(同里一号船餐厅),苏州,31.155828,120.730190,135.0,餐饮服务;中餐厅;浙江菜,11:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1
笃笃笃糖粥(十全街店),苏州,31.298997,120.632930,14.0,餐饮服务;中餐厅;中餐厅|餐饮服务;甜品店;甜品店,10:00,20:30,十全街,"120.632998,31.298923",31.298923,120.632998,4.5
润记·广东餐馆(凤凰街店),苏州,31.299340,120.632702,100.0,餐饮服务;中餐厅;广东菜(粤菜),11:00,21:30,十全街,"120.632998,31.298923",31.298923,120.632998,4.3
协和菜馆(凤凰街店),苏州,31.299520,120.632372,100.0,餐饮服务;中餐厅;江苏菜,16:30,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.2
南园宾馆·忆江南咖啡厅(带城桥路店),苏州,31.296740,120.631931,118.0,餐饮服务;外国餐厅;西餐厅(综合风味),17:30,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.0
五卅酒家(带城桥下塘店),苏州,31.299167,120.635984,96.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.3
食膳坊餐馆,苏州,31.302304,120.636011,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,3.7
祥鑫饮食店,苏州,31.298442,120.627964,100.0,餐饮服务;中餐厅;中餐厅,08:00,19:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.6
PenHouse,苏州,31.298418,120.627903,122.0,餐饮服务;中餐厅;中餐厅,17:30,22:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.6
Monkey King泰式餐吧,苏州,31.298628,120.627780,118.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,17:00,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.5
素人记素食餐厅,苏州,31.298404,120.627704,71.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,十全街,"120.632998,31.298923",31.298923,120.632998,4.5
苏雅兴·文人苏式面馆(博物馆店),苏州,31.322121,120.626030,45.0,餐饮服务;餐饮相关场所;餐饮相关,07:00,21:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.6
苏州太太苏帮菜·苏面源面宴(拙政园店),苏州,31.321648,120.629695,59.0,餐饮服务;餐饮相关场所;餐饮相关,07:00,21:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.6
橘酱餐厅(狮林里店),苏州,31.321947,120.625253,93.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.6
11:11餐厅,苏州,31.325814,120.627879,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,23:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,3.5
园林里餐馆(园外苑店),苏州,31.323827,120.631367,100.0,餐饮服务;中餐厅;中餐厅,07:00,19:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.3
生春阳餐馆(华阳里店),苏州,31.322492,120.632072,67.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.0
渡口·茶餐厅(平江路店),苏州,31.320864,120.631685,102.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.5
李百蟹(平江路店),苏州,31.321145,120.631896,72.0,购物服务;综合市场;水产海鲜市场,11:00,21:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.5
平江桃花源记(平江2店),苏州,31.320621,120.631810,100.0,餐饮服务;中餐厅;中餐厅,07:30,22:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.6
芬兰之家西餐,苏州,31.320675,120.631957,65.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:00,苏州博物馆,"120.627856,31.322948",31.322948,120.627856,4.5
初见山塘音乐餐厅酒吧,苏州,31.317726,120.601528,69.0,餐饮服务;中餐厅;中餐厅,09:30,01:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,3.9
书香世家山塘府邸·陶然轩中餐厅,苏州,31.316772,120.603189,155.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,20:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.4
赵元章肉骨烧(山塘街店),苏州,31.316450,120.603223,27.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.6
花间堂茴香餐厅(山塘人家店),苏州,31.315962,120.603731,69.0,购物服务;花鸟鱼虫市场;花卉市场,11:00,21:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,3.9
吴宅庄园·苏帮菜(山塘街店),苏州,31.316888,120.604254,104.0,餐饮服务;休闲餐饮场所;休闲餐饮场所|餐饮服务;中餐厅;中餐厅,11:00,21:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.8
马栋佩烧卖,苏州,31.318929,120.602753,13.0,餐饮服务;中餐厅;中餐厅,07:00,18:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.4
鑫震源·苏式大虾生煎(山塘街店),苏州,31.315078,120.603486,40.0,餐饮服务;快餐厅;快餐厅,06:30,23:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.7
孙盛兴奥灶面(山塘街总店),苏州,31.315056,120.603787,61.0,餐饮服务;中餐厅;中餐厅,08:00,22:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.4
璞拾·茂苑餐厅,苏州,31.316030,120.604871,93.0,餐饮服务;中餐厅;中餐厅,07:30,21:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.2
茂苑餐厅·山塘河景·民国私宴,苏州,31.316066,120.604961,106.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,七里山塘景区,"120.602105,31.317059",31.317059,120.602105,4.1
润记(永旺梦乐城苏州新区店店),苏州,31.370309,120.529905,79.0,餐饮服务;中餐厅;广东菜(粤菜),10:00,21:00,苏州新区站,"120.525082,31.372297",31.372297,120.525082,4.2
文通冰室(永旺梦乐城苏州新区店店),苏州,31.369828,120.530014,54.0,餐饮服务;冷饮店;冷饮店,10:30,21:30,苏州新区站,"120.525082,31.372297",31.372297,120.525082,4.2
楼兰新疆主题餐厅(新区永旺店),苏州,31.369791,120.530134,69.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,苏州新区站,"120.525082,31.372297",31.372297,120.525082,4.2
水天堂西餐厅(新区永旺店),苏州,31.369641,120.530578,66.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,苏州新区站,"120.525082,31.372297",31.372297,120.525082,4.1
萨莉亚意式餐厅(苏州城际路店),苏州,31.369640,120.532083,100.0,餐饮服务;外国餐厅;意式菜品餐厅,10:00,21:30,苏州新区站,"120.525082,31.372297",31.372297,120.525082,4.3
苏州高铁北站亚朵酒店·早餐厅(万汇广场店),苏州,31.422074,120.640438,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,苏州北站,"120.644306,31.421546",31.421546,120.644306,3.9
大本营虾不打烊音乐烤吧,苏州,31.422183,120.635784,99.0,餐饮服务;中餐厅;特色/地方风味餐厅,18:00,03:00,苏州北站,"120.644306,31.421546",31.421546,120.644306,4.2
楼兰新疆主题餐厅(相城吾悦广场店),苏州,31.414101,120.631840,82.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,苏州北站,"120.644306,31.421546",31.421546,120.644306,4.2
嘉宴餐厅(文欣苑店),苏州,26.110632,119.319754,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州站,"119.320571,26.113972",26.113972,119.320571,3.9
八号餐厅(西园店),苏州,26.113752,119.328643,56.0,餐饮服务;中餐厅;中餐厅,10:00,23:30,福州站,"119.320571,26.113972",26.113972,119.320571,3.8
六号餐厅(桂山店),苏州,26.113630,119.328650,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州站,"119.320571,26.113972",26.113972,119.320571,4.2
农家餐馆(西园路店),苏州,26.122599,119.325070,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州站,"119.320571,26.113972",26.113972,119.320571,3.7
半城烟火·烧烤·音乐餐吧(厚山里店),苏州,26.123765,119.326985,100.0,餐饮服务;中餐厅;综合酒楼,16:00,03:00,福州站,"119.320571,26.113972",26.113972,119.320571,4.2
酒鲸音乐餐厅,苏州,31.329830,120.709938,75.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,苏州园区站,"120.711549,31.341215",31.341215,120.711549,4.1
鑫盛昌·中餐厅(星汇生活广场店),苏州,31.329489,120.709096,22.0,餐饮服务;中餐厅;中餐厅,06:00,21:00,苏州园区站,"120.711549,31.341215",31.341215,120.711549,4.3
星咖亚餐厅,苏州,31.324787,120.716127,60.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,苏州园区站,"120.711549,31.341215",31.341215,120.711549,4.2
新光天地得来速餐厅(苏州店),苏州,31.324187,120.712008,100.0,餐饮服务;快餐厅;快餐厅,10:00,21:30,苏州园区站,"120.711549,31.341215",31.341215,120.711549,3.4
熙苑中餐厅,苏州,31.324391,120.715550,177.0,餐饮服务;中餐厅;江苏菜,17:30,21:30,苏州园区站,"120.711549,31.341215",31.341215,120.711549,4.3
金山早茶·花前座餐厅,苏州,31.323137,120.612979,40.0,餐饮服务;快餐厅;快餐厅,08:00,20:00,苏州南站,"120.611336,31.327685",31.327685,120.611336,4.0
缘由餐厅,苏州,31.332687,120.611931,13.0,餐饮服务;中餐厅;中餐厅,05:00,24:00,苏州南站,"120.611336,31.327685",31.327685,120.611336,2.6
雍禾植发员工餐厅(苏州世界贸易中心店),苏州,31.333420,120.609595,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,苏州南站,"120.611336,31.327685",31.327685,120.611336,2.6
食潮味潮汕小餐厅(桃花坞里店),苏州,31.320958,120.614629,58.0,餐饮服务;中餐厅;中餐厅,10:30,22:00,苏州南站,"120.611336,31.327685",31.327685,120.611336,4.5
饭米粒中式快餐,苏州,31.320889,120.602994,20.0,餐饮服务;中餐厅;中餐厅,08:30,20:30,苏州南站,"120.611336,31.327685",31.327685,120.611336,3.4
鑫聚点餐厅,苏州,25.986874,119.388768,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州南站,"119.391728,25.986348",25.986348,119.391728,3.6
聚丰餐馆,苏州,25.984225,119.386025,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州南站,"119.391728,25.986348",25.986348,119.391728,2.3
伙拾自助餐厅(南站·阳光天地购物中心店),苏州,25.986880,119.384363,17.0,餐饮服务;中餐厅;中餐厅,16:30,20:00,福州南站,"119.391728,25.986348",25.986348,119.391728,3.9
福峡路得来速餐厅,苏州,25.981642,119.378788,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,福州南站,"119.391728,25.986348",25.986348,119.391728,3.7
林记炖品中餐厅,苏州,25.979412,119.379478,100.0,餐饮服务;中餐厅;中餐厅,09:00,20:30,福州南站,"119.391728,25.986348",25.986348,119.391728,4.3
肯德基车速取餐厅(前进九八六车速取),苏州,31.384278,121.003647,100.0,餐饮服务;餐饮相关场所;餐饮相关,06:00,23:00,桔子昆山开发区前进东路酒店,"121.003365,31.384270",31.384270,121.003365,3.8
皇后餐厅(弘基财富广场店),苏州,31.384484,121.008743,62.0,餐饮服务;中餐厅;中餐厅,09:30,21:00,桔子昆山开发区前进东路酒店,"121.003365,31.384270",31.384270,121.003365,3.9
筷客餐厅(弘基财富广场店),苏州,31.384770,121.009162,21.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子昆山开发区前进东路酒店,"121.003365,31.384270",31.384270,121.003365,4.0
老鑫鹏餐厅(锦华园店),苏州,31.379381,121.000024,100.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,桔子昆山开发区前进东路酒店,"121.003365,31.384270",31.384270,121.003365,4.1
平平餐厅,苏州,31.392060,121.002559,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,桔子昆山开发区前进东路酒店,"121.003365,31.384270",31.384270,121.003365,3.9
太仓玛丽蒂姆花园酒店·郑和西餐厅(人民北路店),苏州,31.454414,121.100781,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,太仓玛丽蒂姆花园酒店,"121.100810,31.454323",31.454323,121.100810,3.7
砂香源餐厅,苏州,31.449631,121.095216,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,太仓玛丽蒂姆花园酒店,"121.100810,31.454323",31.454323,121.100810,3.7
酒点半音乐餐厅,苏州,31.449776,121.094986,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,太仓玛丽蒂姆花园酒店,"121.100810,31.454323",31.454323,121.100810,3.8
孙家菜餐馆(长春南路店),苏州,31.447002,121.097740,98.0,餐饮服务;中餐厅;中餐厅,09:30,21:30,太仓玛丽蒂姆花园酒店,"121.100810,31.454323",31.454323,121.100810,4.2
牛宝宝牛排餐厅(阳光步行街店),苏州,31.447109,121.105247,54.0,餐饮服务;外国餐厅;牛扒店(扒房),10:00,22:00,太仓玛丽蒂姆花园酒店,"121.100810,31.454323",31.454323,121.100810,4.6
苏地亚美致酒店·茶餐厅,苏州,31.371457,120.605237,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,苏地亚美致酒店(相城活力岛地铁站店),"120.604819,31.371696",31.371696,120.604819,2.4
蛙大叔音乐烤吧(汇萃商业广场店),苏州,31.370861,120.607207,84.0,餐饮服务;中餐厅;特色/地方风味餐厅,18:00,04:00,苏地亚美致酒店(相城活力岛地铁站店),"120.604819,31.371696",31.371696,120.604819,3.4
棒棒糖音乐餐吧,苏州,31.369408,120.605373,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,苏地亚美致酒店(相城活力岛地铁站店),"120.604819,31.371696",31.371696,120.604819,4.3
合景万怡酒店·万荟轩自助餐厅,苏州,31.274825,120.527725,139.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,苏州合景万怡酒店,"120.527328,31.275670",31.275670,120.527328,4.1
水天堂西餐厅(悠方店),苏州,31.275629,120.528432,85.0,餐饮服务;外国餐厅;西餐厅(综合风味),08:00,22:00,苏州合景万怡酒店,"120.527328,31.275670",31.275670,120.527328,4.2
星伦多海鲜自助餐厅(悠方店),苏州,31.274571,120.528623,117.0,餐饮服务;中餐厅;海鲜酒楼,17:00,21:00,苏州合景万怡酒店,"120.527328,31.275670",31.275670,120.527328,4.2
新玛头餐厅,苏州,31.232386,120.475671,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,02:30,苏州水云天酒店,"120.473290,31.230760",31.230760,120.473290,4.1
和庭文化餐厅,苏州,31.226769,120.478304,66.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,苏州水云天酒店,"120.473290,31.230760",31.230760,120.473290,4.0
简雅餐厅(石胥路店),苏州,31.238974,120.479258,50.0,餐饮服务;中餐厅;中餐厅,16:30,23:00,苏州水云天酒店,"120.473290,31.230760",31.230760,120.473290,4.2
德發財·潮粥茶餐厅(张家港塘桥店),苏州,31.818006,120.642798,24.0,餐饮服务;餐饮相关场所;餐饮相关,07:30,22:30,张家港华芳新城酒店,"120.641717,31.817596",31.817596,120.641717,4.3
BB餐厅(塘桥店),苏州,31.815179,120.642916,55.0,餐饮服务;中餐厅;中餐厅,16:00,21:00,张家港华芳新城酒店,"120.641717,31.817596",31.817596,120.641717,4.3
臻品宴餐厅,苏州,31.816523,120.644667,81.0,餐饮服务;中餐厅;中餐厅,10:30,21:00,张家港华芳新城酒店,"120.641717,31.817596",31.817596,120.641717,4.1
苏州吴中希尔顿逸林酒店-厨艺全日制餐厅,苏州,31.185425,120.585075,177.0,餐饮服务;中餐厅;中餐厅,17:30,21:00,苏州吴中希尔顿酒店,"120.585003,31.185416",31.185416,120.585003,3.8
爱米粒·自选餐厅(苏州湾中心广场店),苏州,31.185079,120.585318,21.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,苏州吴中希尔顿酒店,"120.585003,31.185416",31.185416,120.585003,3.8
Zapfler扎夫德国精酿餐厅(苏州湾中心广场店),苏州,31.183904,120.586571,127.0,餐饮服务;外国餐厅;外国餐厅,10:00,02:00,苏州吴中希尔顿酒店,"120.585003,31.185416",31.185416,120.585003,4.4
肯德基太湖医院餐厅,苏州,31.190872,120.574762,100.0,餐饮服务;快餐厅;肯德基,07:00,19:00,苏州吴中希尔顿酒店,"120.585003,31.185416",31.185416,120.585003,4.2
Berkeley伯克利音乐餐吧·无国界美食酒饮,苏州,31.179401,120.596086,61.0,体育休闲服务;娱乐场所;酒吧,11:00,21:00,苏州吴中希尔顿酒店,"120.585003,31.185416",31.185416,120.585003,4.3
豪客来牛排(苏州兆佳巷邻里中心餐厅),苏州,31.315684,120.756025,68.0,餐饮服务;外国餐厅;外国餐厅,10:00,22:00,桔子苏州园区奥体中心酒店,"120.755359,31.315077",31.315077,120.755359,4.4
唐荟社区餐厅(兆佳巷邻里中心2号楼店),苏州,31.316384,120.756005,90.0,餐饮服务;中餐厅;中餐厅,10:00,02:00,桔子苏州园区奥体中心酒店,"120.755359,31.315077",31.315077,120.755359,4.5
粥皇港式茶餐厅(海悦花园店),苏州,31.311248,120.750583,100.0,餐饮服务;快餐厅;快餐厅,08:00,22:00,桔子苏州园区奥体中心酒店,"120.755359,31.315077",31.315077,120.755359,3.8
苏品芳洲(建屋·芳洲店),苏州,31.313425,120.746575,131.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:00,桔子苏州园区奥体中心酒店,"120.755359,31.315077",31.315077,120.755359,3.7
萨莉亚意式餐厅(苏州钟南街店),苏州,31.322644,120.757218,38.0,餐饮服务;外国餐厅;意式菜品餐厅,10:00,21:30,桔子苏州园区奥体中心酒店,"120.755359,31.315077",31.315077,120.755359,4.5
苏州尹山湖希尔顿酒店·青雅中餐厅,苏州,31.245443,120.698313,233.0,餐饮服务;中餐厅;特色/地方风味餐厅,17:30,21:00,苏州尹山湖希尔顿酒店,"120.698247,31.245259",31.245259,120.698247,4.0
天佑餐厅,苏州,31.408360,120.447554,100.0,餐饮服务;中餐厅;中餐厅,07:00,22:00,苏州太湖风景区望亭商业广场亚朵酒店,"120.453376,31.416519",31.416519,120.453376,3.9
天与地茶餐厅,苏州,31.405583,120.928290,100.0,餐饮服务;快餐厅;快餐厅,17:00,21:00,苏州昆山希尔顿花园酒店,"120.928842,31.403129",31.403129,120.928842,4.2
鑫欣智慧餐厅,苏州,31.406006,120.927792,100.0,餐饮服务;中餐厅;中餐厅,10:45,22:00,苏州昆山希尔顿花园酒店,"120.928842,31.403129",31.403129,120.928842,4.2
谷满乐自选餐厅,苏州,31.399807,120.927797,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,苏州昆山希尔顿花园酒店,"120.928842,31.403129",31.403129,120.928842,3.6
八味鮮台式餐厅,苏州,31.392038,120.929243,81.0,餐饮服务;中餐厅;台湾菜,17:00,22:00,苏州昆山希尔顿花园酒店,"120.928842,31.403129",31.403129,120.928842,4.4
莆田海鲜面,苏州,31.413783,120.933473,38.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,苏州昆山希尔顿花园酒店,"120.928842,31.403129",31.403129,120.928842,4.4
重庆一号桥老火锅(学士街店),苏州,31.306095,120.611657,86.0,餐饮服务;中餐厅;火锅店,11:00,03:00,全季苏州观前街干将西路酒店,"120.615000,31.305700",31.305700,120.615000,4.4
玖泉里烤肉,苏州,31.308067,120.611178,85.0,餐饮服务;中餐厅;中餐厅,16:30,24:00,全季苏州观前街干将西路酒店,"120.615000,31.305700",31.305700,120.615000,4.7
雪村人家餐厅,苏州,31.032350,120.850958,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,苏州晶浦酒店（吴江汾湖开发区店）,"120.846352,31.036820",31.036820,120.846352,4.5
苏州知音温德姆至尊酒店·四季海鲜自助餐厅(汾湖店),苏州,31.029844,120.845833,100.0,餐饮服务;餐饮相关场所;餐饮相关,06:30,10:00,苏州晶浦酒店（吴江汾湖开发区店）,"120.846352,31.036820",31.036820,120.846352,4.3
苏州知音温德姆至尊酒店·锦绣江南中餐厅,苏州,31.029590,120.846262,273.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:30,苏州晶浦酒店（吴江汾湖开发区店）,"120.846352,31.036820",31.036820,120.846352,4.2
杰少港式茶餐厅(苏州慕森国际生活广场店),苏州,31.027681,120.844478,78.0,餐饮服务;快餐厅;茶餐厅,10:00,21:00,苏州晶浦酒店（吴江汾湖开发区店）,"120.846352,31.036820",31.036820,120.846352,4.2
驿站茶餐厅,苏州,31.047681,120.849954,113.0,餐饮服务;快餐厅;茶餐厅,10:00,23:30,苏州晶浦酒店（吴江汾湖开发区店）,"120.846352,31.036820",31.036820,120.846352,4.0
陆渡餐厅,苏州,31.470875,121.183775,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,锦江之星（太仓陆渡邻里中心店）,"121.183540,31.469861",31.469861,121.183540,4.5
